fcm_name,registered_as,dsro,as_of_date,adj_net_capital,net_capital_requirement,excess_net_capital,customer_assets_seg,customer_seg_required,excess_funds_seg,target_residual_seg,funds_section_30_7,customer_pt30_required,excess_funds_30_7,target_residual_30_7,cleared_swap_seg,cleared_swap_required,excess_cleared_swap,target_residual_swap,retail_forex_obligation
INTERACTIVE BROKERS LLC,FCM BD,CME,2025-10-31,10686189704,1738782055,8947407649,10317797013,10089236435,228560578,155000000,771568140,650739263,120828877,80000000,27356668,23857760,3498908,2000000,30952186
IRONBEAM INC,FCM,CME,2025-10-31,16486540,2707313,13779227,130852632,115583945,15268687,1600000,565755,91733,474022,150000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2025-10-31,2580425181,153949587,2426475594,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2025-10-31,25420106607,7108292308,18311814299,72097180838,69622616509,2474564329,1601320180,8716565877,8067834670,648731207,322713387,24549402740,23572198523,977204217,636449360,0
LIME TRADING CORP,FCM BD,NFA,2025-10-31,10194695,1000000,9194695,72198,25541,46657,20000,40010,0,40010,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2025-10-31,502393798,369143052,133250746,4431668179,4273143844,158524335,85000000,549685006,503389447,46295559,7000000,659847,0,659847,250000,0
MAREX CAPITAL MARKETS INC,FCM BD,CME,2025-10-31,815437272,518310326,297126946,9494752870,9357938946,136813924,75000000,314557713,289028001,25529712,8000000,87093696,63722980,23370716,2000000,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2025-10-31,14519809,1000000,13519809,354986657,330713920,24272737,18000000,2710748,0,2710748,1000000,0,0,0,0,0
MFI FUNDING LLC,FCM,CME,2025-10-31,455411861,26304655,429107206,0,0,0,0,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2025-10-31,17172931,5540486,11632445,52418120,34499663,17918457,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2025-10-31,2378741,1000000,1378741,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2025-10-31,1345314815,409371426,935943389,6949995149,6606891709,343103440,150000000,1641109565,1515066010,126043555,70000000,23022896,0,23022896,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2025-10-31,18388689707,5249455317,13139234390,33237297483,32723230730,514066753,235000000,9223135232,8990659163,232476069,140000000,30577334649,30259222295,318112354,112000000,0
NANHUA USA LLC,FCM,CME,2025-10-31,62875374,41950107,20925267,936900749,882800149,54100600,3500000,1340978,673000,667978,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2025-10-31,556808267,1231298,555576969,7511123,0,7511123,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2025-10-31,71930942,1000000,70930942,331365094,287819974,43545120,4000000,2923765,1410521,1513244,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2025-10-31,2337361028,161467048,2175893980,153407751,107974256,45433495,19000000,1250000,0,1250000,1000000,0,0,0,0,0
OANDA CORPORATION,FCMRFD,NFA,2025-10-31,40548742,27087128,13461614,0,0,0,0,0,0,0,0,0,0,0,0,144887181
PERFORMANCE PREDICTIONS II LLC,FCM,NFA,2025-10-31,1581931,1000000,581931,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILLIP CAPITAL INC,FCM BD,CME,2025-10-31,135160726,66749936,68410790,1124239964,1072571611,51668353,19500000,38120388,30634081,7486307,1000000,0,0,0,0,0
"PLUS500US FINANCIAL SERVICES, LLC",FCM,CBOT,2025-10-31,120006473,52887139,67119334,1318447629,1234331019,84116610,11800000,1433169,352140,1081029,100000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2025-10-31,1643628501,779274066,864354435,5614432949,5041100153,573332796,360000000,968953853,730631745,238322108,80000000,3406174125,2822007037,584167088,220000000,0
RJ OBRIEN ASSOCIATES LLC,FCM,CME,2025-10-31,368402749,277663612,90739137,6502222317,6232160606,270061711,50000000,265899759,233863249,32036510,20000000,0,0,0,0,0
ROBINHOOD DERIVATIVES LLC,FCM,NFA,2025-10-31,107236342,9151013,98085329,140427874,129670068,10757806,3500000,55,0,55,1,101692984,36623399,65069585,1000000,0
SANTANDER US CAPITAL MARKETS LLC,FCM BD,NYME,2025-10-31,527504235,233124290,294379945,3125862544,2994344888,131517656,85000000,1001028,0,1001028,1000000,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2025-10-31,1352422048,119056463,1233365585,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2025-10-31,5875529017,2234786563,3640742454,23363995952,22867456784,496539168,200000000,7988050129,7596629672,391420457,200000000,2486777911,2265821011,220956900,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2025-10-31,520282139,337782296,182499843,6911443682,6829963004,81480678,60000000,271303993,257599851,13704142,6000000,0,0,0,0,0
STRAITS FINANCIAL LLC,FCM,CME,2025-10-31,50053697,20000000,30053697,535061105,508376225,26684880,2000000,24924371,14977159,9947212,300000,0,0,0,0,0
TASTYFX LLC,RFED,NFA,2025-10-31,65896660,21808766,44087894,0,0,0,0,0,0,0,0,0,0,0,0,46175320
TRADESTATION SECURITIES INC,FCM BD,CME,2025-10-31,221223160,9190299,212032861,803689875,741497443,62192432,9000000,21143957,16262522,4881435,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2025-10-31,24194540,20000000,4194540,0,0,0,0,0,0,0,0,0,0,0,0,2539820
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2025-10-31,1215456998,148589938,1066867060,255677387,174999167,80678220,35000000,39275993,697530,38578463,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2025-10-31,4263432260,1042720169,3220712091,8395935991,8087987863,307948128,150000000,1944085036,1809841370,134243666,75000000,1342441530,1090714086,251727444,125000000,0
WEBULL FINANCIAL LLC,FCM BD,NFA,2025-10-31,184915509,20752175,164163334,46487573,36758814,9728759,2205529,0,0,0,0,4143099,82034,4061065,250000,0
WEBULL FUTURES LLC,FCM,NFA,2025-10-31,25023785,1000000,24023785,0,0,0,0,0,0,0,0,0,0,0,0,0
WEDBUSH SECURITIES INC,FCM BD SD,CBOT/NFA,2025-10-31,253092074,79317980,173774094,2284265565,2240786765,43478800,25000000,13969972,10732137,3237835,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2025-10-31,9545409969,1926014220,7619395749,8701328108,8177390213,523937895,145000000,402576658,289761513,112815145,25000000,16791929108,16029520225,762408883,550000000,0
ABN AMRO CLEARING USA LLC,FCM BD,CBOT,2025-11-30,830554071,242470571,588083500,4810000389,4117377158,692623231,350000000,235258684,194153551,41105133,15000000,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2025-11-30,542741672,350690148,192051524,8066856186,7952007565,114848621,75000000,381767478,350556919,31210559,15000000,0,0,0,0,0
ADVANTAGE FUTURES LLC,FCM,CME,2025-11-30,39540276,20672615,18867661,627706282,614723673,12982609,7000000,134033597,129493591,4540006,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,CME,2025-11-30,17892908,5000000,12892908,100361481,82132922,18228559,1200000,1819050,1407075,411975,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2025-11-30,531913389,45265354,486648035,166118343,139614824,26503519,15000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2025-11-30,7601106316,3634220068,3966886248,20814850412,20171891462,642958950,360000000,5918419913,5594294523,324125390,100000000,23746790049,23278455586,468334463,150000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2025-11-30,1655428,1000000,655428,995985,433687,562298,100000,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2025-11-30,4145513520,1166830062,2978683458,9420514968,8711043560,709471408,570000000,814174776,567189616,246985160,210000000,3663038165,3061848180,601189985,180000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2025-11-30,22019871971,5098388562,16921483409,34110448962,32997305841,1113143121,525000000,5448944715,5194166994,254777721,150000000,22365722093,22131451027,234271066,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2025-11-30,652072797,9011404,643061393,5657580,0,5657580,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2025-11-30,321977882,55000600,266977282,963364748,810925556,152439192,100000000,0,0,0,0,0,0,0,0,58476578
CHS HEDGING LLC,FCM,CBOT,2025-11-30,100327931,12916879,87411052,144835688,71685656,73150032,24300000,1655418,0,1655418,200000,552833,0,552833,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2025-11-30,17861667769,6160158144,11701509625,22382694008,21839453305,543240703,380800000,5181394817,4808548063,372846754,171500000,31270541125,30584872967,685668158,453600000,0
CLEAR STREET LLC,FCM BD,CME,2025-11-30,948154701,125536521,822618180,1060856748,1018753922,42102826,7050000,3209979,1822854,1387125,500000,0,0,0,0,0
COINBASE FINANCIAL MARKETS INC,FCM,NFA,2025-11-30,149731237,6530550,143200687,211059107,162147896,48911211,15000000,0,0,0,0,0,0,0,0,0
CURVATURE SECURITIES LLC,FCM BD,CME,2025-11-30,121298889,1000000,120298889,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2025-11-30,1355588214,2083046,1353505168,129278,0,129278,1,480639,0,480639,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2025-11-30,2649677154,327053379,2322623775,3725111872,3484077276,241034596,100000000,1058939447,959591956,99347491,50000000,452566979,402290632,50276347,10000000,0
DIRECT ACCESS USA LLC,FCM,CME,2025-11-30,17865088,2769422,15095666,84696664,74379015,10317649,2500000,3659182,2342290,1316892,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2025-11-30,28665526,4798009,23867517,308575938,298881270,9694668,2000000,4091537,3052436,1039101,200000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2025-11-30,74439751,5659135,68780616,163223937,94593736,68630201,11000000,0,0,0,0,0,0,0,0,0
FANDUEL PREDICTION MARKETS LLC,FCM,NFA,2025-11-30,1967850,1000000,967850,0,0,0,0,0,0,0,0,0,0,0,0,0
FORIS DAX FCM LLC,FCM,NFA,2025-11-30,1858295,1000000,858295,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCM RFED,NFA,2025-11-30,61500862,30288260,31212602,0,0,0,0,0,0,0,0,0,0,0,0,215765203
GH FINANCIALS LLC,FCM,CME,2025-11-30,48088380,24107460,23980920,410923680,390566171,20357509,7000000,21419034,17738482,3680552,730000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2025-11-30,21139006074,6162252354,14976753720,39970441211,38981825500,988615711,775000000,10893937992,10314845611,579092381,475000000,25423105188,24845879040,577226148,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM,CME,2025-11-30,428150287,35739109,392411178,729134457,693897332,35237125,8900000,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2025-11-30,1467287637,670922293,796365344,5881993948,5754890810,127103138,189000000,553380356,446994789,106385567,15000000,1849360245,1724725475,124634770,87000000,0
INTERACTIVE BROKERS LLC,FCM BD,CME,2025-11-30,11043681215,1697109858,9346571357,10126988886,9919273146,207715740,155000000,780744255,657765506,122978749,80000000,25972284,22404453,3567831,2000000,25744540
IRONBEAM INC,FCM,CME,2025-11-30,16549665,3244619,13305046,144620118,129699243,14920875,1600000,567161,91351,475810,150000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2025-11-30,2262927867,147614120,2115313747,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2025-11-30,23359971546,6737120309,16622851237,70710957391,68317307366,2393650025,1571298069,8640373669,7942939671,697433998,405089923,24537999048,23530159350,1007839698,635314302,0
LIME TRADING CORP,FCM BD,NFA,2025-11-30,12075790,1000000,11075790,72879,25211,47668,20000,40010,0,40010,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2025-11-30,501903178,349250704,152652474,3862160248,3702416623,159743625,85000000,626533452,580022006,46511446,7000000,659521,0,659521,250000,0
MAREX CAPITAL MARKETS INC,FCM BD,CME,2025-11-30,874723069,501156684,373566385,9109829785,8988428116,121401669,75000000,311279819,285906114,25373705,8000000,76746592,52962176,23784416,2000000,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2025-11-30,14185409,1249730,12935679,346014238,323271750,22742488,18000000,2718324,0,2718324,1000000,0,0,0,0,0
MFI FUNDING LLC,FCM,CME,2025-11-30,457658581,22066146,435592435,0,0,0,0,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2025-11-30,17554455,5691282,11863173,51510020,33458700,18051320,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2025-11-30,2362486,1000000,1362486,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2025-11-30,1470868485,385713765,1085154720,6845543086,6529830395,315712691,150000000,1665273337,1541475411,123797926,70000000,23082002,0,23082002,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2025-11-30,19137011445,5296084671,13840926774,33376584550,32877288213,499296337,235000000,9538247583,9331271061,206976522,140000000,31222247354,30898362377,323884977,112000000,0
NANHUA USA LLC,FCM,CME,2025-11-30,63832247,44970622,18861625,930546766,880868142,49678624,3500000,1230013,559665,670348,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2025-11-30,641171014,2346235,638824779,7512179,0,7512179,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2025-11-30,77753989,1000000,76753989,349094606,299062665,50031941,4000000,2930581,1408124,1522457,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2025-11-30,2026353825,166797854,1859555971,170347882,124484141,45863741,19000000,1250000,0,1250000,1000000,0,0,0,0,0
OANDA CORPORATION,FCMRFD,NFA,2025-11-30,35788892,27102525,8686367,0,0,0,0,0,0,0,0,0,0,0,0,145211773
PERFORMANCE PREDICTIONS II LLC,FCM,NFA,2025-11-30,29639114,1000000,28639114,0,0,0,0,0,0,0,0,29607432,431477,29175955,500000,0
PHILLIP CAPITAL INC,FCM BD,CME,2025-11-30,136180704,65380124,70800580,1084291157,1032220815,52070342,19500000,30464696,21941020,8523676,1000000,0,0,0,0,0
"PLUS500US FINANCIAL SERVICES, LLC",FCM,CBOT,2025-11-30,120036150,33954722,86081428,958499298,876462068,82037230,11800000,1439767,356198,1083569,100000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2025-11-30,1962487733,838620575,1123867158,5409126144,4837357475,571768669,340000000,1022895033,763922795,258972238,80000000,3406875583,2799349806,607525777,220000000,0
RJ OBRIEN ASSOCIATES LLC,FCM,CME,2025-11-30,357506001,276313623,81192378,6288430481,6024785128,263645353,50000000,242188259,209221567,32966692,20000000,0,0,0,0,0
ROBINHOOD DERIVATIVES LLC,FCM,NFA,2025-11-30,144104001,8161557,135942444,121757629,104703480,17054149,5000000,55,0,55,1,112215606,42816584,69399022,1000000,0
SANTANDER US CAPITAL MARKETS LLC,FCM BD,NYME,2025-11-30,582851202,212642099,370209103,3366798908,3237439542,129359366,85000000,1000917,0,1000917,1000000,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2025-11-30,1544987896,122455218,1422532678,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2025-11-30,6199058016,2193389199,4005668817,24059804467,23596058356,463746111,200000000,8018187585,7625013936,393173649,200000000,2628296830,2406735481,221561349,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2025-11-30,538606820,293771065,244835755,6104176181,6022578062,81598119,60000000,278049171,264683753,13365418,6000000,0,0,0,0,0
STRAITS FINANCIAL LLC,FCM,CME,2025-11-30,51164303,20000000,31164303,549162774,522527725,26635049,2000000,26920941,16945486,9975455,300000,0,0,0,0,0
TASTYFX LLC,RFED,NFA,2025-11-30,65476497,21875387,43601110,0,0,0,0,0,0,0,0,0,0,0,0,47507736
TRADESTATION SECURITIES INC,FCM BD,CME,2025-11-30,227045726,9926735,217118991,852092402,784791569,67300833,9000000,22182197,17259113,4923084,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2025-11-30,23845869,20000000,3845869,0,0,0,0,0,0,0,0,0,0,0,0,3037570
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2025-11-30,1209139569,142414826,1066724743,222058321,137950920,84107401,35000000,39350911,709775,38641136,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2025-11-30,4257004669,1046528166,3210476503,8458293067,8050777172,407515895,150000000,1984675719,1851414777,133260942,75000000,1339556583,1107368081,232188502,125000000,0
WEBULL FINANCIAL LLC,FCM BD,NFA,2025-11-30,206067260,19212674,186854586,51275883,40809225,10466658,2448553,0,0,0,0,4738142,143536,4594606,250000,0
WEBULL FUTURES LLC,FCM,NFA,2025-11-30,25085830,1000000,24085830,0,0,0,0,0,0,0,0,0,0,0,0,0
WEDBUSH SECURITIES INC,FCM BD SD,CBOT/NFA,2025-11-30,261607743,79927285,181680458,2387955762,2343871428,44084334,25000000,13377814,10356778,3021036,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2025-11-30,9964548259,1928703536,8035844723,8868084540,8344335791,523748749,145000000,414481453,300759168,113722285,25000000,17108988365,16345776678,763211687,550000000,0
ABN AMRO CLEARING USA LLC,FCM BD,CBOT,2025-12-31,996700014,230264707,766435307,4400895838,3719516509,681379329,350000000,215120937,179550394,35570543,15000000,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2025-12-31,477050734,351908594,125142140,8111503162,8001368146,110135016,75000000,459778032,428960212,30817820,15000000,0,0,0,0,0
ADVANTAGE FUTURES LLC,FCM,CME,2025-12-31,38378207,24045451,14332756,766836546,752554616,14281930,7000000,76733760,72655582,4078178,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,CME,2025-12-31,18102759,5000000,13102759,101589909,82889628,18700281,1200000,1850908,1493831,357077,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2025-12-31,532145639,47539662,484605977,172605937,146678955,25926982,15000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2025-12-31,9947700759,3568285285,6379415474,21274801296,20624206971,650594325,360000000,5903334376,5553846807,349487569,100000000,24381514484,23858347630,523166854,150000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2025-12-31,1670058,1000000,670058,1071930,490860,581070,100000,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2025-12-31,4178676866,1340892220,2837784646,9534295992,8817752193,716543799,570000000,727696854,465177645,262519209,210000000,3705521843,3189057059,516464784,180000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2025-12-31,22960699975,5112248711,17848451264,33083330140,32250924118,832406022,525000000,5448567839,5188269865,260297974,150000000,21883392936,21673582311,209810625,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2025-12-31,633204158,1585688,631618470,5674545,0,5674545,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2025-12-31,330458124,56600284,273857840,856780422,699020831,157759591,100000000,0,0,0,0,0,0,0,0,61786057
CHS HEDGING LLC,FCM,CBOT,2025-12-31,100131499,11601507,88529992,147761650,74118355,73643295,24300000,1657867,0,1657867,200000,553651,0,553651,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2025-12-31,18415966341,6283360994,12132605347,21071410142,20501177602,570232540,394800000,5100996191,4779032310,321963881,170100000,32370219765,31685829710,684390055,458500000,0
CLEAR STREET LLC,FCM BD,CME,2025-12-31,977427249,120711175,856716074,1196476504,1148563919,47912585,7050000,3239266,1826926,1412340,500000,0,0,0,0,0
COINBASE FINANCIAL MARKETS INC,FCM,NFA,2025-12-31,153482931,6711776,146771155,224078669,167709124,56369545,15000000,0,0,0,0,6000031,33,5999998,1000000,0
CURVATURE SECURITIES LLC,FCM BD,CME,2025-12-31,111787121,1500000,110287121,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2025-12-31,1379809252,1545384,1378263868,128797,0,128797,1,484102,0,484102,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2025-12-31,2992491837,334392384,2658099453,3583974798,3430124097,153850701,100000000,1028575634,935327502,93248132,50000000,456522390,408001710,48520680,10000000,0
DIRECT ACCESS USA LLC,FCM,CME,2025-12-31,17803061,3731446,14071615,84744569,74206786,10537783,2500000,2844257,1273412,1570845,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2025-12-31,27686179,4516610,23169569,285727484,277206512,8520972,2000000,4371720,3263033,1108687,200000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2025-12-31,73379489,6335488,67044001,155767528,87489264,68278264,11000000,0,0,0,0,0,0,0,0,0
FANDUEL PREDICTION MARKETS LLC,FCM,NFA,2025-12-31,17009236,1000000,16009236,3748952,39,3748913,250000,0,0,0,0,9255556,4139,9251417,1000000,0
FORIS DAX FCM LLC,FCM,NFA,2025-12-31,4662384,1000000,3662384,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCM RFED,NFA,2025-12-31,64818389,30090336,34728053,0,0,0,0,0,0,0,0,0,0,0,0,211806718
GH FINANCIALS LLC,FCM,CME,2025-12-31,48282780,22488613,25794167,386428831,366798783,19630048,7000000,26082363,22363379,3718984,730000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2025-12-31,23095650423,6162603689,16933046734,36959856264,35974497982,985358282,775000000,11051251406,10479879675,571371731,475000000,25396496460,24839582723,556913737,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM,CME,2025-12-31,518602419,33801636,484800783,765805235,703539898,62265337,27300000,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2025-12-31,1395797465,689092879,706704586,6689249601,6388539876,300709725,185000000,467272103,395875547,71396556,15000000,1825213070,1697170447,128042623,87000000,0
INTERACTIVE BROKERS LLC,FCM BD,CME,2025-12-31,10608760610,1784964305,8823796305,9888270514,9642237730,246032784,155000000,811720360,684644151,127076209,80000000,25351010,21549339,3801671,2000000,32503702
IRONBEAM INC,FCM,CME,2025-12-31,17449152,3357951,14091201,145085846,129957408,15128438,1600000,571052,92206,478846,150000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2025-12-31,2377133207,148604450,2228528757,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2025-12-31,27196138119,6559064490,20637073629,69214857209,66811598341,2403258868,1536666762,8441312281,7691204734,750107547,392251441,24427648652,23255394337,1172254315,627895647,0
